OrderID,CustomerID,OrderDate,ShippedDate,ShippingCost,ShipCountry,ShipCity,ShippingCompany,ShippedData,SippingCost,IsDomestic,DeliveryDays,DeliveryStatus
1120.0,C001,2025-03-09,2025-07-30,378.16,Palestine,Gaza,FedEx Logistics,2025-07-30,,No,143.0,Late
1121.0,C002,,,499.66,Uk,Manchester,DHL Express,,,No,,Unknown
1122.0,C003,2024-11-17,2025-07-30,180.8,Usa,New York,FedEx Logistics,2025-07-30,,No,255.0,Late
1123.0,C004,2025-01-28,2025-07-30,225.14,Egypt,Giza,Aramex International,2025-07-30,,No,183.0,Late
1124.0,C005,,2025-07-30,390.06,Egypt,Giza,UPS Worldwide,2025-07-30,,No,,Unknown
1125.0,C006,2025-01-17,2025-07-30,407.24,Uk,Manchester,Kiwilytics Goods.,2025-07-30,,No,194.0,Late
1126.0,C007,2024-12-09,,181.81,Palestine,Gaza,DHL Express,,,No,,Unknown
1127.0,C008,2024-10-09,2025-07-30,320.06,Usa,Houston,Aramex International,2025-07-30,,No,294.0,Late
1128.0,C009,2024-08-18,,78.23,Usa,Houston,Aramex International,,,No,,Unknown
1129.0,C010,2024-11-05,2025-07-30,111.4,Canada,Toronto,FedEx Logistics,2025-07-30,,No,267.0,Late
1130.0,C011,2025-07-30,2025-07-30,-73.409018395802,Germany,Hamburg,DHL Express,2025-07-30,,Yes,0.0,OnTime
1131.0,C012,2025-06-29,2025-07-30,92.5,Germany,Berlin,UPS Worldwide,2025-07-30,,Yes,31.0,Late
1132.0,C013,2025-01-31,2025-07-30,153.39,Usa,New York,UPS Worldwide,2025-07-30,,No,180.0,Late
1133.0,C014,2024-09-12,2025-07-30,476.67,Uk,Liverpool,Kiwilytics Goods.,2025-07-30,,No,321.0,Late
1134.0,C015,2025-06-14,2025-07-30,451.08,Uk,Manchester,Kiwilytics Goods.,2025-07-30,,No,46.0,Late
1135.0,C016,2024-08-24,2025-07-30,76.44,Palestine,Gaza,FedEx Logistics,2025-07-30,,No,340.0,Late
1136.0,C017,2025-01-01,2025-07-30,211.68,Egypt,Giza,DHL Express,2025-07-30,,No,210.0,Late
1137.0,C018,2025-02-05,2025-07-30,,Germany,Munich,UPS Worldwide,2025-07-30,,Yes,175.0,Late
1138.0,C019,2024-08-27,2025-07-30,434.38,Usa,Los Angeles,DHL Express,2025-07-30,,No,337.0,Late
1139.0,C020,2025-03-11,2025-07-30,358.58,Uk,Manchester,FedEx Logistics,2025-07-30,,No,141.0,Late
1140.0,C021,2025-03-31,2025-07-30,383.12,Canada,Montreal,DHL Express,2025-07-30,,No,121.0,Late
1141.0,C022,2025-04-22,2025-07-30,249.83,Germany,Hamburg,DHL Express,2025-07-30,,Yes,99.0,Late
1142.0,Unknown,2024-08-19,2025-07-30,141.67,Egypt,Cairo,DHL Express,2025-07-30,,No,345.0,Late
1143.0,C024,2024-09-26,2025-07-30,231.48,Egypt,Alexandria,FedEx Logistics,2025-07-30,,No,307.0,Late
1144.0,C025,2024-09-25,2025-07-30,441.26,Canada,Toronto,FedEx Logistics,2025-07-30,,No,308.0,Late
1145.0,C026,2025-06-10,2025-07-30,262.65,Egypt,Alexandria,FedEx Logistics,2025-07-30,,No,50.0,Late
1146.0,Unknown,2025-03-05,2025-07-30,468.8,Uk,London,UPS Worldwide,2025-07-30,,No,147.0,Late
1147.0,C028,2024-11-24,2025-07-30,475.62,Uk,Manchester,Aramex International,2025-07-30,,No,248.0,Late
1148.0,C029,,2025-07-30,11.21,Uk,Manchester,DHL Express,2025-07-30,,No,,Unknown
1149.0,C030,2024-09-01,2025-07-30,369.03,Egypt,Giza,Kiwilytics Goods.,2025-07-30,,No,332.0,Late
1150.0,C001,2024-11-03,2025-07-30,234.64,Usa,Los Angeles,Kiwilytics Goods.,2025-07-30,,No,269.0,Late
1151.0,C002,2024-09-14,2025-07-30,185.53,Canada,Vancouver,Aramex International,2025-07-30,,No,319.0,Late
1152.0,C003,2025-03-03,,,Egypt,Alexandria,DHL Express,,,No,,Unknown
1153.0,C004,,2025-07-30,414.18,Uk,Liverpool,DHL Express,2025-07-30,,No,,Unknown
1154.0,C005,2025-01-07,2025-07-30,168.2,Egypt,Giza,DHL Express,2025-07-30,,No,204.0,Late
1155.0,C006,2025-03-22,2025-07-30,278.18,Usa,Los Angeles,FedEx Logistics,2025-07-30,,No,130.0,Late
1156.0,C007,2025-03-18,2025-07-30,427.69,Egypt,Unspecified,UPS Worldwide,2025-07-30,,No,134.0,Late
1157.0,C008,2025-06-02,2025-07-30,448.14,Egypt,Giza,FedEx Logistics,2025-07-30,,No,58.0,Late
1158.0,C009,2025-03-27,,32.51,Egypt,Giza,DHL Express,,,No,,Unknown
1159.0,C010,2024-10-25,2025-07-30,419.98,Uk,Unspecified,Aramex International,2025-07-30,,No,278.0,Late
1160.0,C011,2025-05-27,2025-07-30,,Germany,Berlin,DHL Express,2025-07-30,,Yes,64.0,Late
1161.0,C012,2025-02-17,,10.33,Usa,Chicago,DHL Express,,,No,,Unknown
1162.0,C013,2024-12-24,2025-07-30,109.14,Germany,Munich,UPS Worldwide,2025-07-30,,Yes,218.0,Late
1163.0,C014,,2025-07-30,74.64,Canada,Montreal,DHL Express,2025-07-30,,No,,Unknown
1164.0,C015,2025-01-20,2025-07-30,87.9,Germany,Berlin,FedEx Logistics,2025-07-30,,Yes,191.0,Late
1165.0,C016,2025-07-17,,144.27,Canada,Toronto,Kiwilytics Goods.,,,No,,Unknown
1166.0,C017,2025-01-17,,132.69,Canada,Toronto,UPS Worldwide,,,No,,Unknown
1167.0,C018,2024-11-22,2025-07-30,452.86,Canada,Toronto,UPS Worldwide,2025-07-30,,No,250.0,Late
1168.0,C019,2025-06-29,2025-07-30,204.21,Egypt,Cairo,UPS Worldwide,2025-07-30,,No,31.0,Late
1169.0,C020,2025-03-15,2025-07-30,352.73,Uk,Liverpool,DHL Express,2025-07-30,,No,137.0,Late
1170.0,C021,2025-01-12,2025-07-30,331.19,Canada,Vancouver,UPS Worldwide,2025-07-30,,No,199.0,Late
1171.0,C022,2024-11-25,2025-07-30,10.53,Uk,Manchester,UPS Worldwide,2025-07-30,,No,247.0,Late
1171.0,C023,2025-03-07,2025-07-30,75.02,Germany,Munich,FedEx Logistics,2025-07-30,,Yes,145.0,Late
1173.0,C024,2025-03-28,2025-07-30,343.19,Usa,New York,Aramex International,2025-07-30,,No,124.0,Late
1174.0,C025,2024-08-22,2025-07-30,,Canada,Vancouver,FedEx Logistics,2025-07-30,,No,342.0,Late
1175.0,C026,2025-03-23,2025-07-30,216.93,Egypt,Giza,FedEx Logistics,2025-07-30,,No,129.0,Late
1176.0,C027,2025-05-13,2025-07-30,44.71,Egypt,Cairo,Aramex International,2025-07-30,,No,78.0,Late
1177.0,C028,,2025-07-30,368.07,Egypt,Giza,Aramex International,2025-07-30,,No,,Unknown
1178.0,C029,2025-05-22,2025-07-30,163.54,Germany,Munich,UPS Worldwide,2025-07-30,,Yes,69.0,Late
1179.0,C030,2024-10-18,2025-07-30,77.19,Uk,London,FedEx Logistics,2025-07-30,,No,285.0,Late
1180.0,C001,2025-03-29,2025-07-30,379.05,Uk,Liverpool,DHL Express,2025-07-30,,No,123.0,Late
1181.0,C002,2024-10-19,,496.54,Usa,Chicago,Kiwilytics Goods.,,,No,,Unknown
1182.0,C003,2024-11-09,2025-07-30,269.95,Usa,Houston,Kiwilytics Goods.,2025-07-30,,No,263.0,Late
1183.0,C004,2025-04-12,,-131.753941565772,Usa,Los Angeles,Kiwilytics Goods.,,,No,,Unknown
1184.0,C005,,2025-07-30,114.4,Germany,Berlin,FedEx Logistics,2025-07-30,,Yes,,Unknown
1185.0,C006,2024-08-30,2025-07-30,460.75,Canada,Montreal,Aramex International,2025-07-30,,No,334.0,Late
1186.0,C007,2024-09-28,2025-07-30,226.77,Canada,Montreal,UPS Worldwide,2025-07-30,,No,305.0,Late
1187.0,C008,2024-10-31,,449.33,Canada,Vancouver,UPS Worldwide,,,No,,Unknown
1188.0,C009,2024-10-05,,70.35,Egypt,Giza,Kiwilytics Goods.,,,No,,Unknown
1189.0,C010,2025-03-01,2025-07-30,182.25,Usa,New York,UPS Worldwide,2025-07-30,,No,151.0,Late
1190.0,Unknown,2024-08-28,2025-07-30,397.63,Egypt,Cairo,DHL Express,2025-07-30,,No,336.0,Late
1191.0,C012,2024-09-28,2025-07-30,325.86,Canada,Montreal,DHL Express,2025-07-30,,No,305.0,Late
1192.0,C013,2024-07-31,2025-07-30,304.49,Usa,Los Angeles,Aramex International,2025-07-30,,No,364.0,Late
1193.0,C014,,,149.61,Uk,Liverpool,UPS Worldwide,,,No,,Unknown
1194.0,C015,2025-01-20,2025-07-30,23.14,Uk,Liverpool,FedEx Logistics,2025-07-30,,No,191.0,Late
1195.0,C016,2025-04-23,2025-07-30,439.16,Uk,Manchester,UPS Worldwide,2025-07-30,,No,98.0,Late
1196.0,C017,2025-03-17,2025-07-30,307.39,Egypt,Alexandria,FedEx Logistics,2025-07-30,,No,135.0,Late
1197.0,C018,2025-01-28,2025-07-30,201.96,Egypt,Alexandria,Kiwilytics Goods.,2025-07-30,,No,183.0,Late
1197.0,C019,2024-11-20,2025-07-30,394.06,Canada,Vancouver,FedEx Logistics,2025-07-30,,No,252.0,Late
1199.0,C020,,2025-07-30,127.28,Uk,Liverpool,Kiwilytics Goods.,2025-07-30,,No,,Unknown
1200.0,C021,2024-10-27,2025-07-30,128.13,Germany,Hamburg,DHL Express,2025-07-30,,Yes,276.0,Late
1201.0,C022,2024-11-18,2025-07-30,44.8,Egypt,Giza,UPS Worldwide,2025-07-30,,No,254.0,Late
1202.0,C023,2025-04-30,2025-07-30,15.91,Usa,New York,Aramex International,2025-07-30,,No,91.0,Late
1203.0,C024,2024-11-16,2025-07-30,165.07,Germany,Hamburg,UPS Worldwide,2025-07-30,,Yes,256.0,Late
1204.0,C025,2025-04-29,2025-07-30,421.1,Uk,Liverpool,Kiwilytics Goods.,2025-07-30,,No,92.0,Late
1205.0,C026,2025-06-28,2025-07-30,277.71,Germany,Hamburg,UPS Worldwide,2025-07-30,,Yes,32.0,Late
1206.0,C027,2025-01-22,2025-07-30,-15.0,Uk,Manchester,Aramex International,2025-07-30,,No,189.0,Late
1207.0,C028,2024-08-26,2025-07-30,45.77,Usa,Houston,Kiwilytics Goods.,2025-07-30,,No,338.0,Late
1208.0,C029,2025-04-22,2025-07-30,16.76,Usa,Chicago,Kiwilytics Goods.,2025-07-30,,No,99.0,Late
1209.0,C030,2024-10-28,2025-07-30,462.06,Uk,Liverpool,Aramex International,2025-07-30,,No,275.0,Late
1210.0,C001,2025-07-23,2025-07-30,205.01,Uk,Manchester,UPS Worldwide,2025-07-30,,No,7.0,OnTime
1210.0,C002,2024-11-09,2025-07-30,359.19,Uk,Liverpool,Aramex International,2025-07-30,,No,263.0,Late
1212.0,C003,,,217.55,Uk,London,FedEx Logistics,,,No,,Unknown
1213.0,C004,2025-06-02,2025-07-30,323.86,Canada,Montreal,DHL Express,2025-07-30,,No,58.0,Late
1214.0,C005,2025-03-29,2025-07-30,84.81,Canada,Toronto,Aramex International,2025-07-30,,No,123.0,Late
1215.0,C006,2025-03-16,2025-07-30,48.72,Germany,Munich,Kiwilytics Goods.,2025-07-30,,Yes,136.0,Late
1216.0,C007,2025-04-12,2025-07-30,487.41,Uk,Liverpool,FedEx Logistics,2025-07-30,,No,109.0,Late
1217.0,C008,2025-06-07,,170.11,Canada,Montreal,DHL Express,,,No,,Unknown
1218.0,C009,2025-07-27,2025-07-30,383.98,Usa,Houston,Aramex International,2025-07-30,,No,3.0,OnTime
1219.0,C010,2024-10-14,2025-07-30,325.15,Uk,Manchester,DHL Express,2025-07-30,,No,289.0,Late
1220.0,C011,2025-01-11,,224.37,Egypt,Alexandria,UPS Worldwide,,,No,,Unknown
1221.0,C012,2024-09-12,2025-07-30,126.93,Egypt,Giza,Kiwilytics Goods.,2025-07-30,,No,321.0,Late
1222.0,C013,2025-02-26,2025-07-30,463.07,Usa,Los Angeles,Aramex International,2025-07-30,,No,154.0,Late
1223.0,C014,2024-10-25,2025-07-30,310.03,Uk,Liverpool,Kiwilytics Goods.,2025-07-30,,No,278.0,Late
1224.0,C015,2025-04-07,2025-07-30,,Canada,Montreal,FedEx Logistics,2025-07-30,,No,114.0,Late
1225.0,C016,2024-09-25,2025-07-30,68.53,Germany,Hamburg,FedEx Logistics,2025-07-30,,Yes,308.0,Late
1226.0,C017,2025-07-17,2025-07-30,353.73,Egypt,Giza,DHL Express,2025-07-30,,No,13.0,OnTime
1227.0,C018,2024-11-10,,476.98,Uk,Liverpool,FedEx Logistics,,,No,,Unknown
1228.0,C019,2025-06-16,,393.66,Uk,London,FedEx Logistics,,,No,,Unknown
1229.0,C020,2024-09-23,2025-07-30,91.81,Germany,Berlin,Aramex International,2025-07-30,,Yes,310.0,Late
1230.0,C021,2024-08-26,,392.75,Uk,London,Kiwilytics Goods.,,,No,,Unknown
1231.0,C022,2024-08-22,2025-07-30,444.34,Egypt,Cairo,DHL Express,2025-07-30,,No,342.0,Late
1232.0,C023,2024-10-02,2025-07-30,24.38,Uk,Liverpool,FedEx Logistics,2025-07-30,,No,301.0,Late
1233.0,C024,2025-06-02,2025-07-30,143.27,Germany,Berlin,Kiwilytics Goods.,2025-07-30,,Yes,58.0,Late
1234.0,C025,2024-11-26,2025-07-30,,Uk,Liverpool,UPS Worldwide,2025-07-30,,No,246.0,Late
1235.0,C026,2025-03-18,2025-07-30,253.11,Usa,Los Angeles,Aramex International,2025-07-30,,No,134.0,Late
1236.0,C027,2025-05-16,2025-07-30,37.17,Uk,London,FedEx Logistics,2025-07-30,,No,75.0,Late
1237.0,C028,2025-06-15,2025-07-30,91.77,Uk,Manchester,FedEx Logistics,2025-07-30,,No,45.0,Late
1238.0,C029,2025-03-08,2025-07-30,388.93,Uk,Manchester,FedEx Logistics,2025-07-30,,No,144.0,Late
1239.0,C030,2025-07-22,2025-07-30,340.32,Uk,Liverpool,Kiwilytics Goods.,2025-07-30,,No,8.0,OnTime
1240.0,C001,2024-11-19,2025-07-30,372.98,Uk,Manchester,Aramex International,2025-07-30,,No,253.0,Late
1241.0,C002,,2025-07-30,,Usa,Houston,Aramex International,2025-07-30,,No,,Unknown
1242.0,C003,2025-01-16,2025-07-30,241.16,Usa,New York,Kiwilytics Goods.,2025-07-30,,No,195.0,Late
1243.0,C004,2024-09-16,2025-07-30,83.54,Egypt,Cairo,DHL Express,2025-07-30,,No,317.0,Late
1244.0,C005,2025-01-28,2025-07-30,430.17,Germany,Berlin,Aramex International,2025-07-30,,Yes,183.0,Late
